year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2024,6,G7,GoJet Airlines LLC d/b/a United Express,BNA,"Nashville, TN: Nashville International",1.00,1.00,0.95,0.00,0.05,0.00,0.00,0.00,0.00,81.00,77.00,0.00,4.00,0.00,0.00
2024,6,G7,GoJet Airlines LLC d/b/a United Express,CLT,"Charlotte, NC: Charlotte Douglas International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,6,G7,GoJet Airlines LLC d/b/a United Express,DCA,"Washington, DC: Ronald Reagan Washington National",278.00,36.00,12.45,0.00,11.78,0.00,11.76,15.00,0.00,2122.00,910.00,0.00,483.00,0.00,729.00
2024,6,G7,GoJet Airlines LLC d/b/a United Express,DTW,"Detroit, MI: Detroit Metro Wayne County",10.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,15.00,0.00,0.00
2024,6,G7,GoJet Airlines LLC d/b/a United Express,EWR,"Newark, NJ: Newark Liberty International",1181.00,207.00,32.98,10.55,126.82,0.00,36.64,65.00,4.00,19478.00,2529.00,3459.00,9657.00,0.00,3833.00
2024,6,G7,GoJet Airlines LLC d/b/a United Express,IAD,"Washington, DC: Washington Dulles International",288.00,34.00,14.16,1.12,5.94,0.00,12.78,3.00,0.00,5309.00,1258.00,1475.00,519.00,0.00,2057.00
2024,5,G7,GoJet Airlines LLC d/b/a United Express,ORD,"Chicago, IL: Chicago O'Hare International",621.00,128.00,24.75,12.43,54.10,0.00,36.72,7.00,10.00,15126.00,1707.00,3005.00,4454.00,0.00,5960.00
2024,5,HA,Hawaiian Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",15.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,135.00,135.00,0.00,0.00,0.00,0.00
2024,5,HA,Hawaiian Airlines Network,BOS,"Boston, MA: Logan International",20.00,8.00,6.19,0.07,0.00,0.90,0.85,0.00,0.00,609.00,313.00,17.00,0.00,233.00,46.00
2024,5,HA,Hawaiian Airlines Network,JFK,"New York, NY: John F. Kennedy International",31.00,8.00,7.57,0.00,0.00,0.43,0.00,0.00,0.00,274.00,262.00,0.00,0.00,12.00,0.00
2024,5,HA,Hawaiian Airlines Network,LAS,"Las Vegas, NV: Harry Reid International",124.00,14.00,11.00,1.00,0.00,0.00,2.00,1.00,0.00,543.00,420.00,27.00,0.00,0.00,96.00
2024,5,HA,Hawaiian Airlines Network,LAX,"Los Angeles, CA: Los Angeles International",194.00,35.00,27.74,0.00,0.21,0.69,6.36,2.00,1.00,1670.00,1338.00,0.00,7.00,20.00,305.00
2024,5,HA,Hawaiian Airlines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",31.00,13.00,8.57,0.17,0.00,1.42,2.84,0.00,0.00,844.00,630.00,11.00,0.00,42.00,161.00
2024,5,HA,Hawaiian Airlines Network,SAN,"San Diego, CA: San Diego International",62.00,13.00,10.64,0.00,0.00,0.00,2.36,0.00,0.00,729.00,607.00,0.00,0.00,0.00,122.00
2024,5,HA,Hawaiian Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",62.00,26.00,20.73,0.00,0.17,1.29,3.81,0.00,0.00,973.00,739.00,0.00,6.00,53.00,175.00
2024,5,HA,Hawaiian Airlines Network,SFO,"San Francisco, CA: San Francisco International",62.00,31.00,24.36,0.00,0.00,1.41,5.22,0.00,0.00,1153.00,893.00,0.00,0.00,46.00,214.00
2024,5,HA,Hawaiian Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",17.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,371.00,371.00,0.00,0.00,0.00,0.00
2024,5,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",83.00,31.00,8.05,1.90,9.79,0.00,11.26,3.00,0.00,1978.00,488.00,91.00,648.00,0.00,751.00
2024,5,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International",256.00,92.00,21.15,4.50,33.31,0.00,33.04,5.00,1.00,5900.00,1432.00,365.00,1938.00,0.00,2165.00
2024,5,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International",246.00,76.00,6.37,2.73,20.67,0.32,45.90,3.00,2.00,4708.00,271.00,114.00,1220.00,12.00,3091.00
2024,5,MQ,Envoy Air,BOS,"Boston, MA: Logan International",162.00,50.00,10.75,4.88,9.07,0.00,25.30,1.00,1.00,3792.00,1381.00,229.00,413.00,0.00,1769.00
2024,5,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",61.00,15.00,5.43,1.00,4.69,0.00,3.87,0.00,0.00,1356.00,499.00,30.00,163.00,0.00,664.00
2024,5,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International",563.00,237.00,44.77,14.64,59.75,0.16,117.67,6.00,4.00,18481.00,4140.00,1185.00,2806.00,7.00,10343.00
2024,5,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National",453.00,139.00,31.43,8.15,50.13,0.00,49.29,2.00,1.00,8303.00,2020.00,389.00,2185.00,0.00,3709.00
2024,5,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",6007.00,1941.00,334.23,253.03,552.87,3.55,797.33,334.00,45.00,180741.00,32882.00,39405.00,38322.00,99.00,70033.00
2024,5,MQ,Envoy Air,DTW,"Detroit, MI: Detroit Metro Wayne County",31.00,13.00,2.52,0.99,2.84,0.00,6.65,2.00,0.00,684.00,88.00,45.00,103.00,0.00,448.00
2024,5,MQ,Envoy Air,EWR,"Newark, NJ: Newark Liberty International",111.00,30.00,6.81,2.58,12.02,0.00,8.59,7.00,0.00,1558.00,323.00,196.00,627.00,0.00,412.00
2024,5,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston",99.00,28.00,6.32,1.72,13.40,0.00,6.56,9.00,2.00,1699.00,336.00,152.00,766.00,0.00,445.00
2024,5,MQ,Envoy Air,MIA,"Miami, FL: Miami International",1130.00,294.00,86.56,18.67,52.66,0.44,135.67,5.00,5.00,21921.00,6283.00,2249.00,2423.00,24.00,10942.00
2024,5,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",68.00,13.00,4.51,0.02,2.97,0.00,5.49,2.00,0.00,837.00,209.00,2.00,203.00,0.00,423.00
2024,5,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International",3049.00,873.00,166.25,81.31,303.28,1.27,320.90,46.00,23.00,75281.00,14295.00,8967.00,21557.00,280.00,30182.00
2024,5,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",685.00,120.00,48.88,3.85,25.34,0.15,41.78,2.00,0.00,8406.00,3794.00,374.00,819.00,29.00,3390.00
2024,5,MQ,Envoy Air,SEA,"Seattle, WA: Seattle/Tacoma International",87.00,15.00,3.70,0.00,10.56,0.00,0.74,0.00,2.00,746.00,393.00,0.00,319.00,0.00,34.00
2024,5,MQ,Envoy Air,SFO,"San Francisco, CA: San Francisco International",5.00,5.00,1.00,0.00,4.00,0.00,0.00,0.00,0.00,147.00,20.00,0.00,127.00,0.00,0.00
2024,5,MQ,Envoy Air,SLC,"Salt Lake City, UT: Salt Lake City International",5.00,1.00,0.00,0.00,0.45,0.00,0.55,0.00,0.00,22.00,0.00,0.00,10.00,0.00,12.00
2024,5,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International",123.00,39.00,7.96,2.16,7.40,0.25,21.23,2.00,0.00,2308.00,467.00,184.00,348.00,12.00,1297.00
2024,5,NK,Spirit Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",878.00,330.00,81.96,6.44,171.21,4.29,66.11,5.00,3.00,22364.00,5552.00,643.00,10891.00,156.00,5122.00
2024,5,NK,Spirit Airlines,AUS,"Austin, TX: Austin - Bergstrom International",118.00,26.00,6.68,2.42,14.91,0.00,1.98,2.00,0.00,1303.00,357.00,133.00,603.00,0.00,210.00
2024,5,NK,Spirit Airlines,BNA,"Nashville, TN: Nashville International",372.00,100.00,25.46,2.93,51.49,0.75,19.38,5.00,3.00,7208.00,1629.00,230.00,3764.00,26.00,1559.00
2024,5,NK,Spirit Airlines,BOS,"Boston, MA: Logan International",605.00,203.00,33.89,4.45,120.82,1.51,42.33,12.00,1.00,12585.00,2208.00,342.00,7066.00,53.00,2916.00
2024,5,NK,Spirit Airlines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",665.00,174.00,62.70,2.17,68.01,0.36,40.75,6.00,1.00,12166.00,4194.00,264.00,4536.00,8.00,3164.00
2024,5,NK,Spirit Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",441.00,123.00,34.37,1.91,55.46,3.37,27.89,9.00,4.00,9589.00,3324.00,62.00,4281.00,134.00,1788.00
2024,5,NK,Spirit Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",897.00,349.00,57.86,8.90,213.89,0.91,67.44,21.00,15.00,29564.00,4273.00,380.00,19231.00,44.00,5636.00
2024,5,NK,Spirit Airlines,DTW,"Detroit, MI: Detroit Metro Wayne County",940.00,221.00,57.27,5.15,97.31,4.86,56.40,10.00,5.00,18135.00,4827.00,793.00,6869.00,144.00,5502.00
2024,5,NK,Spirit Airlines,EWR,"Newark, NJ: Newark Liberty International",964.00,222.00,54.05,4.38,129.01,1.33,33.23,15.00,1.00,17047.00,4431.00,725.00,9303.00,50.00,2538.00
2024,5,NK,Spirit Airlines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2291.00,657.00,146.87,13.22,308.55,2.89,185.47,27.00,2.00,58533.00,13273.00,838.00,25898.00,142.00,18382.00
2024,5,NK,Spirit Airlines,IAH,"Houston, TX: George Bush Intercontinental/Houston",850.00,311.00,66.07,3.42,179.80,0.15,61.56,15.00,13.00,23217.00,4983.00,313.00,12742.00,7.00,5172.00
2024,5,NK,Spirit Airlines,LAS,"Las Vegas, NV: Harry Reid International",2288.00,533.00,131.24,14.85,248.39,3.69,134.83,12.00,1.00,37964.00,10312.00,1742.00,13859.00,255.00,11796.00
2024,5,NK,Spirit Airlines,LAX,"Los Angeles, CA: Los Angeles International",998.00,257.00,71.76,12.74,122.24,1.60,48.66,5.00,3.00,19953.00,4783.00,1293.00,9010.00,36.00,4831.00
2024,5,NK,Spirit Airlines,LGA,"New York, NY: LaGuardia",710.00,178.00,53.94,6.17,76.81,2.06,39.01,15.00,2.00,12956.00,3169.00,385.00,4908.00,81.00,4413.00
2024,5,NK,Spirit Airlines,MCO,"Orlando, FL: Orlando International",2185.00,557.00,124.90,12.20,249.66,3.77,166.47,22.00,12.00,44146.00,10206.00,656.00,20395.00,179.00,12710.00
2024,5,NK,Spirit Airlines,MIA,"Miami, FL: Miami International",517.00,143.00,24.72,6.11,77.47,0.86,33.84,9.00,2.00,12904.00,2000.00,439.00,6692.00,28.00,3745.00
2024,5,NK,Spirit Airlines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",85.00,12.00,3.26,0.42,6.63,0.00,1.69,1.00,0.00,531.00,121.00,25.00,280.00,0.00,105.00
2024,5,NK,Spirit Airlines,ORD,"Chicago, IL: Chicago O'Hare International",750.00,290.00,63.26,4.66,174.76,1.87,45.45,13.00,5.00,24440.00,4584.00,337.00,13335.00,120.00,6064.00
2024,5,NK,Spirit Airlines,PHL,"Philadelphia, PA: Philadelphia International",467.00,123.00,33.78,4.03,58.35,1.95,24.88,5.00,1.00,8636.00,2388.00,307.00,3843.00,52.00,2046.00
2024,5,NK,Spirit Airlines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",106.00,35.00,11.45,0.00,16.70,0.00,6.85,0.00,0.00,2348.00,673.00,0.00,1314.00,0.00,361.00
2024,5,NK,Spirit Airlines,SAN,"San Diego, CA: San Diego International",234.00,42.00,18.71,0.00,17.89,0.02,5.38,0.00,0.00,2188.00,1123.00,0.00,840.00,1.00,224.00
2024,5,NK,Spirit Airlines,SEA,"Seattle, WA: Seattle/Tacoma International",62.00,11.00,4.05,0.24,5.43,0.00,1.28,0.00,0.00,446.00,143.00,7.00,242.00,0.00,54.00
2024,5,NK,Spirit Airlines,SLC,"Salt Lake City, UT: Salt Lake City International",95.00,22.00,8.94,0.26,7.83,0.43,4.54,0.00,0.00,1617.00,722.00,9.00,401.00,19.00,466.00
2024,5,NK,Spirit Airlines,TPA,"Tampa, FL: Tampa International",424.00,91.00,26.22,4.38,38.22,0.13,22.04,7.00,1.00,6811.00,1767.00,566.00,2738.00,3.00,1737.00
2024,5,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",131.00,51.00,14.34,1.69,24.20,0.08,10.69,1.00,1.00,3070.00,1075.00,87.00,925.00,2.00,981.00
2024,5,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",186.00,57.00,12.07,2.67,20.30,0.00,21.96,2.00,2.00,3826.00,864.00,254.00,869.00,0.00,1839.00
2024,5,OH,PSA Airlines Inc.,BOS,"Boston, MA: Logan International",1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,238.00,238.00,0.00,0.00,0.00,0.00
2024,5,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",1.00,1.00,0.00,0.22,0.00,0.00,0.78,0.00,0.00,46.00,0.00,10.00,0.00,0.00,36.00
2024,5,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",4716.00,1371.00,237.39,87.07,331.50,2.79,712.25,29.00,13.00,111543.00,24402.00,9670.00,14822.00,182.00,62467.00
2024,5,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",3062.00,755.00,140.24,30.68,284.10,1.51,298.47,18.00,9.00,68968.00,17221.00,3708.00,13079.00,140.00,34820.00
2024,5,OH,PSA Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",823.00,247.00,45.37,36.02,64.78,0.01,100.82,43.00,11.00,27670.00,4219.00,5977.00,4407.00,3.00,13064.00
2024,5,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",45.00,8.00,2.88,0.00,0.89,0.00,4.24,0.00,0.00,1968.00,1285.00,0.00,41.00,0.00,642.00
2024,5,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",168.00,39.00,9.87,2.08,7.74,0.50,18.81,2.00,1.00,2232.00,861.00,160.00,302.00,8.00,901.00
2024,5,OH,PSA Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",64.00,15.00,4.61,1.16,3.80,0.00,5.42,0.00,0.00,1432.00,362.00,127.00,263.00,0.00,680.00
2024,5,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",2.00,2.00,1.32,0.00,0.01,0.00,0.67,0.00,0.00,240.00,122.00,0.00,2.00,0.00,116.00
2024,5,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",906.00,177.00,57.69,9.18,31.18,1.20,77.75,0.00,1.00,14624.00,5186.00,454.00,1128.00,63.00,7793.00
2024,5,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",760.00,224.00,138.06,56.32,28.68,0.00,0.94,7.00,0.00,23773.00,15630.00,5585.00,2303.00,0.00,255.00
2024,5,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",396.00,179.00,113.12,28.01,37.87,0.00,0.00,2.00,1.00,17480.00,11218.00,3594.00,2668.00,0.00,0.00
2024,5,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",414.00,136.00,69.62,21.18,34.89,0.00,10.31,9.00,2.00,12769.00,6422.00,1617.00,3726.00,0.00,1004.00
2024,5,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",28.00,6.00,2.94,1.75,1.32,0.00,0.00,0.00,0.00,344.00,170.00,114.00,60.00,0.00,0.00
2024,5,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",26.00,4.00,0.90,1.00,1.50,0.00,0.61,1.00,0.00,522.00,139.00,86.00,153.00,0.00,144.00
2024,5,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4671.00,836.00,304.05,94.31,284.27,0.00,153.37,27.00,15.00,82089.00,33445.00,12180.00,19523.00,0.00,16941.00
2024,5,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1738.00,402.00,193.98,119.06,58.95,0.00,30.02,105.00,7.00,53309.00,22021.00,20207.00,8087.00,0.00,2994.00
2024,5,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",2102.00,391.00,243.01,84.42,48.88,2.00,12.68,6.00,3.00,35204.00,21999.00,9041.00,3041.00,48.00,1075.00
2024,5,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",271.00,47.00,32.33,5.81,4.86,0.00,4.00,1.00,0.00,3301.00,2196.00,359.00,121.00,0.00,625.00
2024,5,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1254.00,334.00,91.23,38.11,128.49,0.12,76.06,101.00,13.00,38649.00,11287.00,3897.00,10860.00,3.00,12602.00
2024,5,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",248.00,71.00,37.74,6.60,26.67,0.00,0.00,2.00,0.00,5795.00,2614.00,760.00,2421.00,0.00,0.00
2024,5,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",146.00,27.00,7.01,4.30,10.96,0.00,4.73,0.00,0.00,1451.00,438.00,252.00,575.00,0.00,186.00
2024,5,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3144.00,448.00,228.94,47.89,92.18,1.00,77.99,2.00,1.00,29025.00,16324.00,3257.00,4495.00,43.00,4906.00
2024,5,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",439.00,76.00,46.03,13.08,12.14,0.00,4.75,17.00,2.00,9071.00,6012.00,1925.00,709.00,0.00,425.00
2024,5,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",176.00,39.00,21.77,7.78,9.45,0.00,0.00,0.00,1.00,2037.00,957.00,516.00,564.00,0.00,0.00
2024,5,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2050.00,285.00,177.49,78.02,26.49,1.00,2.00,1.00,1.00,23793.00,15835.00,6399.00,1448.00,18.00,93.00
2024,5,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5067.00,1390.00,432.54,127.60,421.01,0.00,408.84,159.00,43.00,172240.00,53767.00,22753.00,38520.00,0.00,57200.00
2024,5,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2024,5,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2234.00,279.00,186.59,19.62,36.39,1.00,35.39,1.00,0.00,22707.00,16219.00,1966.00,2341.00,35.00,2146.00
2024,5,OO,SkyWest Airlines Inc.,SAN,"San Diego, CA: San Diego International",982.00,165.00,82.32,4.64,39.87,0.00,38.17,2.00,0.00,7973.00,4003.00,317.00,1509.00,0.00,2144.00
2024,5,OO,SkyWest Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",2258.00,334.00,185.46,31.44,71.43,3.00,42.67,1.00,0.00,16517.00,9383.00,1341.00,3079.00,120.00,2594.00
2024,5,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",2330.00,870.00,165.64,19.40,598.44,0.95,85.56,5.00,30.00,49494.00,12224.00,1687.00,29662.00,21.00,5900.00
2024,5,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2713.00,289.00,175.10,54.80,32.49,0.00,26.61,4.00,3.00,24719.00,14958.00,6415.00,1370.00,0.00,1976.00
2024,5,PT,Piedmont Airlines,BOS,"Boston, MA: Logan International",139.00,23.00,2.24,6.86,6.40,0.00,7.50,0.00,0.00,1407.00,109.00,295.00,398.00,0.00,605.00
2024,5,PT,Piedmont Airlines,CLT,"Charlotte, NC: Charlotte Douglas International",2981.00,624.00,84.46,62.67,194.65,0.12,282.10,15.00,17.00,50356.00,9801.00,7679.00,7489.00,5.00,25382.00
2024,5,PT,Piedmont Airlines,ORD,"Chicago, IL: Chicago O'Hare International",250.00,45.00,5.61,6.58,19.29,0.00,13.52,2.00,4.00,5114.00,440.00,2078.00,1140.00,0.00,1456.00
2024,5,PT,Piedmont Airlines,PHL,"Philadelphia, PA: Philadelphia International",1591.00,205.00,47.03,9.03,47.68,0.36,100.90,0.00,1.00,17487.00,6750.00,897.00,1550.00,24.00,8266.00
2024,5,QX,Horizon Air,LAS,"Las Vegas, NV: Harry Reid International",99.00,21.00,4.93,0.00,9.82,0.00,6.25,1.00,0.00,1586.00,658.00,0.00,464.00,0.00,464.00
2024,5,QX,Horizon Air,LAX,"Los Angeles, CA: Los Angeles International",186.00,38.00,8.40,0.26,11.44,0.00,17.90,2.00,0.00,2138.00,515.00,5.00,404.00,0.00,1214.00
2024,5,QX,Horizon Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International",31.00,8.00,3.74,0.00,3.26,0.00,1.00,0.00,0.00,492.00,367.00,0.00,94.00,0.00,31.00
2024,5,QX,Horizon Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",16.00,2.00,1.00,0.00,0.40,0.00,0.60,0.00,0.00,46.00,31.00,0.00,6.00,0.00,9.00
2024,5,QX,Horizon Air,SAN,"San Diego, CA: San Diego International",173.00,21.00,4.97,0.00,8.60,0.00,7.43,2.00,1.00,1208.00,351.00,0.00,323.00,0.00,534.00
2024,5,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",1903.00,300.00,59.75,3.13,135.45,0.53,101.14,4.00,0.00,14637.00,4788.00,271.00,4534.00,8.00,5036.00
2024,5,QX,Horizon Air,SFO,"San Francisco, CA: San Francisco International",155.00,87.00,5.20,0.12,65.81,0.00,15.88,1.00,2.00,4283.00,512.00,12.00,3025.00,0.00,734.00
2024,5,UA,United Air Lines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",637.00,193.00,52.27,9.44,62.80,0.00,68.49,9.00,1.00,14494.00,3671.00,840.00,3208.00,0.00,6775.00
2024,5,UA,United Air Lines Network,AUS,"Austin, TX: Austin - Bergstrom International",780.00,217.00,62.17,10.39,67.55,0.00,76.88,13.00,4.00,16859.00,5262.00,877.00,3185.00,0.00,7535.00
2024,5,UA,United Air Lines Network,BNA,"Nashville, TN: Nashville International",603.00,156.00,45.67,6.26,45.91,0.00,58.15,3.00,3.00,11270.00,2530.00,744.00,2161.00,0.00,5835.00
2024,5,UA,United Air Lines Network,BOS,"Boston, MA: Logan International",1092.00,309.00,75.30,22.35,124.17,0.00,87.19,14.00,4.00,21719.00,5035.00,2532.00,6255.00,0.00,7897.00
2024,5,UA,United Air Lines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",326.00,79.00,29.85,2.95,15.36,0.00,30.83,3.00,0.00,5363.00,2053.00,211.00,699.00,0.00,2400.00
2024,5,UA,United Air Lines Network,CLT,"Charlotte, NC: Charlotte Douglas International",337.00,108.00,28.08,1.78,34.13,0.00,44.01,3.00,0.00,8241.00,1882.00,293.00,1564.00,0.00,4502.00
2024,5,UA,United Air Lines Network,DCA,"Washington, DC: Ronald Reagan Washington National",492.00,172.00,49.34,12.16,42.30,0.00,68.20,14.00,3.00,13123.00,3315.00,1376.00,2149.00,0.00,6283.00
2024,5,UA,United Air Lines Network,DEN,"Denver, CO: Denver International",8659.00,1938.00,519.52,101.40,721.98,1.00,594.10,83.00,34.00,151223.00,44102.00,8519.00,36440.00,36.00,62126.00
2024,5,UA,United Air Lines Network,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",690.00,271.00,64.33,17.26,105.81,0.00,83.60,18.00,9.00,25812.00,4718.00,2641.00,8672.00,0.00,9781.00
2024,5,UA,United Air Lines Network,DTW,"Detroit, MI: Detroit Metro Wayne County",158.00,51.00,16.53,2.40,9.18,0.00,22.89,4.00,0.00,4236.00,1111.00,318.00,507.00,0.00,2300.00
2024,5,UA,United Air Lines Network,EWR,"Newark, NJ: Newark Liberty International",6060.00,1329.00,385.34,65.99,423.57,0.00,454.11,78.00,17.00,110430.00,30587.00,7296.00,27865.00,0.00,44682.00
2024,5,UA,United Air Lines Network,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",690.00,171.00,47.72,12.94,51.62,0.00,58.72,3.00,1.00,14564.00,3237.00,1691.00,3988.00,0.00,5648.00
2024,5,UA,United Air Lines Network,IAD,"Washington, DC: Washington Dulles International",2831.00,558.00,208.15,25.48,118.39,0.00,205.98,24.00,5.00,47976.00,17904.00,3189.00,5156.00,0.00,21727.00
2024,5,UA,United Air Lines Network,IAH,"Houston, TX: George Bush Intercontinental/Houston",5656.00,1598.00,319.18,99.76,653.38,0.00,525.67,149.00,91.00,157016.00,26218.00,15623.00,47668.00,0.00,67507.00
2024,5,UA,United Air Lines Network,LAS,"Las Vegas, NV: Harry Reid International",1212.00,310.00,94.35,12.39,90.85,0.00,112.40,10.00,0.00,22284.00,6763.00,1260.00,4240.00,0.00,10021.00
2024,5,UA,United Air Lines Network,LAX,"Los Angeles, CA: Los Angeles International",2315.00,539.00,175.32,28.46,156.85,0.31,178.06,18.00,2.00,40571.00,13234.00,3101.00,6176.00,17.00,18043.00
2024,5,UA,United Air Lines Network,LGA,"New York, NY: LaGuardia",749.00,239.00,68.22,20.80,65.10,0.00,84.88,17.00,7.00,20027.00,5055.00,2524.00,4287.00,0.00,8161.00
2024,5,UA,United Air Lines Network,MCO,"Orlando, FL: Orlando International",1162.00,275.00,53.05,14.55,96.11,0.00,111.29,16.00,3.00,22179.00,3996.00,1608.00,5813.00,0.00,10762.00
2024,5,UA,United Air Lines Network,MIA,"Miami, FL: Miami International",518.00,144.00,38.90,10.82,42.64,0.00,51.65,7.00,1.00,12623.00,3046.00,1483.00,2888.00,0.00,5206.00
2024,5,UA,United Air Lines Network,MSP,"Minneapolis, MN: Minneapolis-St Paul International",463.00,148.00,41.23,8.93,29.21,0.00,68.64,2.00,0.00,11267.00,2464.00,985.00,1626.00,0.00,6192.00
2024,5,UA,United Air Lines Network,ORD,"Chicago, IL: Chicago O'Hare International",7659.00,1812.00,425.23,89.51,727.48,0.00,569.79,96.00,69.00,152732.00,32710.00,10388.00,45204.00,0.00,64430.00
2024,5,UA,United Air Lines Network,PHL,"Philadelphia, PA: Philadelphia International",362.00,105.00,30.83,10.10,27.08,0.00,36.99,3.00,0.00,8037.00,2065.00,1282.00,1237.00,0.00,3453.00
2024,5,UA,United Air Lines Network,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",881.00,216.00,64.42,9.95,60.73,0.00,80.91,6.00,0.00,17282.00,5575.00,1054.00,2659.00,0.00,7994.00
2024,5,UA,United Air Lines Network,SAN,"San Diego, CA: San Diego International",890.00,209.00,57.83,8.88,55.78,0.00,86.50,6.00,0.00,16457.00,4444.00,874.00,2450.00,0.00,8689.00
